Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
283.71	45.650	856.94	0.0011669	9.7675	10.002	48.127	42.724	133.62	435.48	0.081042	8.2619e-05	0.096509	0.0026583	137.73	0.0072605	17.126	18.584	78.378	42.073	115.17	204.97	1.2599	1.5884e-05	0.025555
283.81	45.764	856.18	0.0011680	9.7790	10.014	48.169	42.737	133.93	434.49	0.081539	8.2452e-05	0.096387	0.0026418	138.20	0.0072357	17.122	18.579	78.348	42.116	115.66	204.89	1.2582	1.5900e-05	0.025623
283.91	45.878	855.41	0.0011690	9.7905	10.027	48.210	42.751	134.25	433.50	0.082038	8.2286e-05	0.096265	0.0026254	138.68	0.0072109	17.119	18.574	78.318	42.159	116.15	204.81	1.2566	1.5916e-05	0.025692
284.01	45.993	854.65	0.0011701	9.8020	10.039	48.251	42.764	134.57	432.50	0.082541	8.2120e-05	0.096143	0.0026089	139.15	0.0071863	17.115	18.570	78.287	42.201	116.64	204.73	1.2549	1.5931e-05	0.025761
284.11	46.107	853.88	0.0011711	9.8135	10.051	48.292	42.778	134.90	431.51	0.083046	8.1954e-05	0.096022	0.0025926	139.63	0.0071618	17.111	18.565	78.257	42.244	117.14	204.65	1.2533	1.5947e-05	0.025830
284.21	46.221	853.12	0.0011722	9.8250	10.063	48.333	42.791	135.22	430.52	0.083553	8.1789e-05	0.095900	0.0025763	140.11	0.0071373	17.108	18.560	78.227	42.287	117.64	204.57	1.2517	1.5963e-05	0.025900
284.31	46.336	852.35	0.0011732	9.8365	10.076	48.375	42.805	135.55	429.53	0.084063	8.1623e-05	0.095779	0.0025600	140.59	0.0071130	17.104	18.554	78.196	42.330	118.15	204.49	1.2500	1.5979e-05	0.025970
284.41	46.450	851.58	0.0011743	9.8479	10.088	48.416	42.819	135.88	428.55	0.084576	8.1459e-05	0.095659	0.0025438	141.07	0.0070888	17.100	18.549	78.166	42.373	118.66	204.41	1.2484	1.5995e-05	0.026040
284.51	46.564	850.81	0.0011753	9.8594	10.100	48.457	42.832	136.22	427.56	0.085091	8.1294e-05	0.095538	0.0025276	141.55	0.0070647	17.097	18.544	78.136	42.416	119.18	204.33	1.2467	1.6011e-05	0.026111
284.61	46.679	850.04	0.0011764	9.8709	10.113	48.498	42.846	136.56	426.57	0.085610	8.1130e-05	0.095418	0.0025115	142.03	0.0070406	17.093	18.539	78.105	42.460	119.70	204.25	1.2451	1.6027e-05	0.026182
284.71	46.793	849.27	0.0011775	9.8823	10.125	48.539	42.860	136.90	425.59	0.086130	8.0966e-05	0.095297	0.0024955	142.52	0.0070167	17.089	18.534	78.075	42.503	120.22	204.17	1.2435	1.6044e-05	0.026254
284.81	46.907	848.50	0.0011785	9.8938	10.137	48.580	42.874	137.24	424.61	0.086654	8.0802e-05	0.095177	0.0024795	143.00	0.0069929	17.085	18.529	78.044	42.547	120.75	204.09	1.2418	1.6060e-05	0.026326
284.91	47.022	847.73	0.0011796	9.9052	10.149	48.621	42.887	137.59	423.63	0.087180	8.0639e-05	0.095058	0.0024635	143.49	0.0069692	17.082	18.524	78.014	42.591	121.29	204.01	1.2402	1.6076e-05	0.026399
285.01	47.136	846.96	0.0011807	9.9167	10.162	48.662	42.901	137.93	422.65	0.087710	8.0476e-05	0.094938	0.0024476	143.98	0.0069455	17.078	18.519	77.984	42.634	121.83	203.93	1.2385	1.6093e-05	0.026472
285.11	47.250	846.19	0.0011818	9.9281	10.174	48.703	42.915	138.29	421.67	0.088242	8.0313e-05	0.094819	0.0024317	144.47	0.0069220	17.074	18.513	77.953	42.678	122.37	203.85	1.2369	1.6109e-05	0.026545
285.21	47.365	845.41	0.0011829	9.9396	10.186	48.744	42.929	138.64	420.69	0.088777	8.0151e-05	0.094700	0.0024159	144.96	0.0068986	17.070	18.508	77.922	42.722	122.92	203.77	1.2353	1.6125e-05	0.026619
285.31	47.479	844.64	0.0011839	9.9510	10.198	48.784	42.943	139.00	419.71	0.089314	7.9988e-05	0.094581	0.0024002	145.45	0.0068752	17.066	18.503	77.892	42.767	123.47	203.68	1.2336	1.6142e-05	0.026693
285.41	47.593	843.86	0.0011850	9.9624	10.211	48.825	42.957	139.36	418.73	0.089855	7.9826e-05	0.094462	0.0023845	145.94	0.0068520	17.062	18.498	77.861	42.811	124.03	203.60	1.2320	1.6158e-05	0.026767
285.50	47.707	843.09	0.0011861	9.9738	10.223	48.866	42.972	139.72	417.76	0.090398	7.9665e-05	0.094344	0.0023688	146.44	0.0068288	17.059	18.492	77.831	42.855	124.59	203.52	1.2303	1.6175e-05	0.026843
285.60	47.822	842.31	0.0011872	9.9853	10.235	48.907	42.986	140.09	416.78	0.090945	7.9503e-05	0.094225	0.0023532	146.94	0.0068057	17.055	18.487	77.800	42.900	125.16	203.44	1.2287	1.6192e-05	0.026918
285.70	47.936	841.53	0.0011883	9.9967	10.247	48.948	43.000	140.46	415.81	0.091494	7.9342e-05	0.094107	0.0023376	147.43	0.0067827	17.051	18.482	77.769	42.944	125.73	203.36	1.2271	1.6208e-05	0.026994
285.80	48.050	840.75	0.0011894	10.008	10.260	48.988	43.014	140.84	414.84	0.092047	7.9182e-05	0.093990	0.0023221	147.93	0.0067598	17.047	18.476	77.739	42.989	126.31	203.28	1.2254	1.6225e-05	0.027070
285.89	48.165	839.97	0.0011905	10.020	10.272	49.029	43.029	141.21	413.87	0.092602	7.9021e-05	0.093872	0.0023067	148.43	0.0067370	17.043	18.471	77.708	43.034	126.90	203.19	1.2238	1.6242e-05	0.027147
285.99	48.279	839.19	0.0011916	10.031	10.284	49.070	43.043	141.59	412.89	0.093161	7.8861e-05	0.093755	0.0022913	148.94	0.0067143	17.039	18.466	77.677	43.079	127.48	203.11	1.2221	1.6259e-05	0.027225
286.09	48.393	838.41	0.0011927	10.042	10.296	49.111	43.058	141.98	411.93	0.093722	7.8701e-05	0.093637	0.0022759	149.44	0.0066917	17.035	18.460	77.646	43.124	128.08	203.03	1.2205	1.6276e-05	0.027302
286.19	48.508	837.63	0.0011938	10.054	10.309	49.151	43.072	142.36	410.96	0.094287	7.8541e-05	0.093520	0.0022606	149.94	0.0066692	17.031	18.455	77.615	43.170	128.68	202.95	1.2189	1.6293e-05	0.027381
286.28	48.622	836.84	0.0011950	10.065	10.321	49.192	43.087	142.75	409.99	0.094855	7.8381e-05	0.093404	0.0022453	150.45	0.0066467	17.027	18.449	77.585	43.215	129.28	202.86	1.2172	1.6310e-05	0.027459
286.38	48.736	836.06	0.0011961	10.077	10.333	49.233	43.101	143.15	409.02	0.095425	7.8222e-05	0.093287	0.0022301	150.96	0.0066244	17.023	18.444	77.554	43.261	129.90	202.78	1.2156	1.6327e-05	0.027539
286.47	48.851	835.27	0.0011972	10.088	10.345	49.273	43.116	143.55	408.06	0.095999	7.8063e-05	0.093171	0.0022149	151.47	0.0066021	17.019	18.438	77.523	43.307	130.51	202.70	1.2139	1.6344e-05	0.027618
286.57	48.965	834.49	0.0011983	10.099	10.358	49.314	43.131	143.95	407.09	0.096577	7.7904e-05	0.093055	0.0021998	151.98	0.0065799	17.015	18.432	77.492	43.352	131.14	202.61	1.2123	1.6362e-05	0.027698
286.67	49.079	833.70	0.0011995	10.111	10.370	49.355	43.146	144.35	406.13	0.097157	7.7745e-05	0.092939	0.0021847	152.49	0.0065578	17.010	18.427	77.461	43.398	131.76	202.53	1.2106	1.6379e-05	0.027779
286.76	49.194	832.91	0.0012006	10.122	10.382	49.395	43.161	144.76	405.16	0.097741	7.7587e-05	0.092823	0.0021697	153.00	0.0065358	17.006	18.421	77.430	43.445	132.40	202.45	1.2090	1.6396e-05	0.027860
286.86	49.308	832.12	0.0012017	10.134	10.394	49.436	43.176	145.17	404.20	0.098328	7.7429e-05	0.092708	0.0021547	153.52	0.0065138	17.002	18.416	77.399	43.491	133.04	202.36	1.2073	1.6414e-05	0.027942
286.95	49.422	831.33	0.0012029	10.145	10.407	49.476	43.191	145.59	403.24	0.098918	7.7271e-05	0.092593	0.0021398	154.04	0.0064920	16.998	18.410	77.367	43.537	133.69	202.28	1.2057	1.6431e-05	0.028024
287.05	49.537	830.54	0.0012040	10.156	10.419	49.517	43.206	146.01	402.28	0.099512	7.7113e-05	0.092478	0.0021249	154.56	0.0064702	16.994	18.404	77.336	43.584	134.34	202.20	1.2041	1.6449e-05	0.028107
287.14	49.651	829.74	0.0012052	10.168	10.431	49.557	43.221	146.43	401.32	0.10011	7.6956e-05	0.092363	0.0021101	155.08	0.0064485	16.990	18.399	77.305	43.631	135.00	202.11	1.2024	1.6467e-05	0.028190
287.24	49.765	828.95	0.0012063	10.179	10.443	49.598	43.236	146.86	400.36	0.10071	7.6799e-05	0.092248	0.0020953	155.60	0.0064268	16.985	18.393	77.274	43.677	135.67	202.03	1.2008	1.6484e-05	0.028274
287.33	49.880	828.15	0.0012075	10.190	10.456	49.638	43.251	147.29	399.40	0.10131	7.6642e-05	0.092134	0.0020805	156.12	0.0064053	16.981	18.387	77.242	43.724	136.34	201.94	1.1991	1.6502e-05	0.028358
287.43	49.994	827.36	0.0012087	10.202	10.468	49.679	43.267	147.73	398.44	0.10192	7.6485e-05	0.092020	0.0020659	156.65	0.0063838	16.977	18.381	77.211	43.772	137.02	201.86	1.1974	1.6520e-05	0.028443
287.52	50.108	826.56	0.0012098	10.213	10.480	49.719	43.282	148.17	397.48	0.10253	7.6328e-05	0.091906	0.0020512	157.17	0.0063625	16.972	18.376	77.180	43.819	137.70	201.78	1.1958	1.6538e-05	0.028529
287.62	50.223	825.76	0.0012110	10.225	10.492	49.760	43.298	148.61	396.52	0.10315	7.6172e-05	0.091792	0.0020366	157.70	0.0063411	16.968	18.370	77.148	43.866	138.40	201.69	1.1941	1.6556e-05	0.028615
287.71	50.337	824.96	0.0012122	10.236	10.505	49.800	43.314	149.06	395.57	0.10376	7.6016e-05	0.091679	0.0020220	158.23	0.0063199	16.964	18.364	77.117	43.914	139.10	201.61	1.1925	1.6574e-05	0.028701
287.81	50.451	824.16	0.0012134	10.247	10.517	49.841	43.329	149.51	394.61	0.10439	7.5860e-05	0.091565	0.0020075	158.76	0.0062988	16.959	18.358	77.085	43.962	139.80	201.52	1.1908	1.6592e-05	0.028788
287.90	50.566	823.36	0.0012145	10.259	10.529	49.881	43.345	149.97	393.66	0.10501	7.5704e-05	0.091452	0.0019931	159.29	0.0062777	16.955	18.352	77.054	44.010	140.52	201.44	1.1892	1.6610e-05	0.028876
287.99	50.680	822.56	0.0012157	10.270	10.541	49.922	43.361	150.43	392.70	0.10564	7.5548e-05	0.091340	0.0019787	159.83	0.0062567	16.951	18.346	77.022	44.058	141.24	201.35	1.1875	1.6629e-05	0.028964
288.09	50.794	821.75	0.0012169	10.282	10.554	49.962	43.377	150.90	391.75	0.10627	7.5393e-05	0.091227	0.0019643	160.37	0.0062357	16.946	18.340	76.991	44.106	141.97	201.27	1.1859	1.6647e-05	0.029053
288.18	50.908	820.95	0.0012181	10.293	10.566	50.003	43.393	151.37	390.79	0.10691	7.5238e-05	0.091115	0.0019500	160.90	0.0062149	16.942	18.334	76.959	44.155	142.70	201.18	1.1842	1.6666e-05	0.029142
288.27	51.023	820.14	0.0012193	10.304	10.578	50.043	43.409	151.85	389.84	0.10755	7.5083e-05	0.091002	0.0019357	161.44	0.0061941	16.937	18.328	76.927	44.203	143.45	201.09	1.1825	1.6684e-05	0.029232
288.37	51.137	819.33	0.0012205	10.316	10.590	50.084	43.426	152.33	388.89	0.10819	7.4928e-05	0.090891	0.0019215	161.99	0.0061734	16.933	18.322	76.895	44.252	144.20	201.01	1.1809	1.6703e-05	0.029323
288.46	51.251	818.52	0.0012217	10.327	10.603	50.124	43.442	152.81	387.94	0.10884	7.4773e-05	0.090779	0.0019073	162.53	0.0061527	16.928	18.316	76.864	44.301	144.96	200.92	1.1792	1.6721e-05	0.029414
288.55	51.366	817.71	0.0012229	10.338	10.615	50.164	43.458	153.30	386.98	0.10949	7.4618e-05	0.090668	0.0018931	163.07	0.0061322	16.924	18.310	76.832	44.350	145.72	200.84	1.1775	1.6740e-05	0.029506
288.64	51.480	816.90	0.0012241	10.350	10.627	50.205	43.475	153.79	386.03	0.11015	7.4464e-05	0.090556	0.0018790	163.62	0.0061117	16.919	18.304	76.800	44.400	146.50	200.75	1.1759	1.6759e-05	0.029598
288.74	51.594	816.08	0.0012254	10.361	10.640	50.245	43.492	154.29	385.08	0.11081	7.4310e-05	0.090445	0.0018650	164.17	0.0060912	16.914	18.298	76.768	44.449	147.28	200.66	1.1742	1.6778e-05	0.029691
288.83	51.709	815.27	0.0012266	10.373	10.652	50.286	43.508	154.80	384.13	0.11147	7.4156e-05	0.090335	0.0018510	164.72	0.0060709	16.910	18.291	76.736	44.499	148.08	200.58	1.1725	1.6797e-05	0.029785
288.92	51.823	814.45	0.0012278	10.384	10.664	50.326	43.525	155.31	383.18	0.11214	7.4002e-05	0.090224	0.0018370	165.27	0.0060506	16.905	18.285	76.704	44.549	148.88	200.49	1.1708	1.6816e-05	0.029879
289.01	51.937	813.63	0.0012291	10.395	10.676	50.367	43.542	155.82	382.23	0.11281	7.3848e-05	0.090114	0.0018231	165.83	0.0060304	16.901	18.279	76.672	44.599	149.68	200.40	1.1692	1.6835e-05	0.029974
289.10	52.052	812.81	0.0012303	10.407	10.689	50.407	43.559	156.34	381.28	0.11349	7.3695e-05	0.090004	0.0018093	166.38	0.0060102	16.896	18.273	76.639	44.649	150.50	200.31	1.1675	1.6854e-05	0.030070
289.20	52.166	811.99	0.0012315	10.418	10.701	50.447	43.576	156.87	380.33	0.11417	7.3542e-05	0.089894	0.0017954	166.94	0.0059901	16.891	18.266	76.607	44.700	151.33	200.23	1.1658	1.6873e-05	0.030166
289.29	52.280	811.17	0.0012328	10.430	10.713	50.488	43.594	157.40	379.39	0.11485	7.3388e-05	0.089785	0.0017817	167.50	0.0059701	16.886	18.260	76.575	44.750	152.17	200.14	1.1641	1.6893e-05	0.030263
289.38	52.395	810.35	0.0012340	10.441	10.726	50.528	43.611	157.93	378.44	0.11554	7.3235e-05	0.089675	0.0017679	168.06	0.0059501	16.882	18.254	76.543	44.801	153.01	200.05	1.1624	1.6912e-05	0.030361
289.47	52.509	809.52	0.0012353	10.452	10.738	50.569	43.629	158.48	377.49	0.11623	7.3082e-05	0.089566	0.0017542	168.63	0.0059302	16.877	18.247	76.510	44.852	153.87	199.96	1.1608	1.6932e-05	0.030459
289.56	52.623	808.69	0.0012366	10.464	10.750	50.609	43.646	159.02	376.54	0.11693	7.2930e-05	0.089457	0.0017406	169.19	0.0059104	16.872	18.241	76.478	44.903	154.73	199.88	1.1591	1.6952e-05	0.030559
289.65	52.738	807.87	0.0012378	10.475	10.763	50.650	43.664	159.58	375.59	0.11763	7.2777e-05	0.089349	0.0017270	169.76	0.0058906	16.867	18.234	76.445	44.955	155.60	199.79	1.1574	1.6971e-05	0.030658
289.74	52.852	807.04	0.0012391	10.487	10.775	50.690	43.682	160.14	374.64	0.11833	7.2624e-05	0.089241	0.0017134	170.33	0.0058709	16.862	18.228	76.413	45.006	156.49	199.70	1.1557	1.6991e-05	0.030759
289.83	52.966	806.20	0.0012404	10.498	10.787	50.730	43.700	160.70	373.70	0.11904	7.2472e-05	0.089133	0.0016999	170.90	0.0058513	16.857	18.221	76.380	45.058	157.38	199.61	1.1540	1.7011e-05	0.030860
289.92	53.081	805.37	0.0012417	10.510	10.800	50.771	43.718	161.27	372.75	0.11976	7.2320e-05	0.089025	0.0016865	171.48	0.0058317	16.852	18.215	76.347	45.110	158.29	199.52	1.1523	1.7031e-05	0.030962
290.01	53.195	804.54	0.0012430	10.521	10.812	50.811	43.737	161.85	371.80	0.12048	7.2168e-05	0.088917	0.0016730	172.05	0.0058122	16.848	18.208	76.314	45.163	159.20	199.43	1.1506	1.7051e-05	0.031065
290.10	53.309	803.70	0.0012442	10.532	10.824	50.852	43.755	162.44	370.85	0.12120	7.2016e-05	0.088810	0.0016597	172.63	0.0057927	16.843	18.202	76.282	45.215	160.13	199.34	1.1489	1.7071e-05	0.031168
290.19	53.424	802.86	0.0012455	10.544	10.837	50.892	43.774	163.03	369.91	0.12193	7.1864e-05	0.088703	0.0016463	173.21	0.0057734	16.838	18.195	76.249	45.268	161.06	199.25	1.1472	1.7092e-05	0.031273
290.28	53.538	802.02	0.0012468	10.555	10.849	50.933	43.792	163.62	368.96	0.12266	7.1712e-05	0.088596	0.0016330	173.79	0.0057540	16.833	18.188	76.216	45.321	162.01	199.16	1.1455	1.7112e-05	0.031378
290.37	53.652	801.18	0.0012482	10.567	10.861	50.973	43.811	164.23	368.01	0.12340	7.1560e-05	0.088490	0.0016198	174.38	0.0057347	16.828	18.182	76.183	45.374	162.97	199.07	1.1438	1.7132e-05	0.031483
290.46	53.767	800.34	0.0012495	10.578	10.874	51.014	43.830	164.84	367.06	0.12415	7.1409e-05	0.088384	0.0016066	174.96	0.0057155	16.822	18.175	76.150	45.427	163.93	198.98	1.1421	1.7153e-05	0.031590
290.55	53.881	799.49	0.0012508	10.590	10.886	51.054	43.850	165.45	366.11	0.12489	7.1257e-05	0.088278	0.0015934	175.55	0.0056964	16.817	18.168	76.116	45.481	164.92	198.89	1.1403	1.7174e-05	0.031697
290.64	53.995	798.65	0.0012521	10.601	10.899	51.095	43.869	166.08	365.17	0.12565	7.1106e-05	0.088172	0.0015803	176.14	0.0056773	16.812	18.161	76.083	45.535	165.91	198.80	1.1386	1.7194e-05	0.031806
290.73	54.110	797.80	0.0012534	10.613	10.911	51.135	43.888	166.71	364.22	0.12640	7.0955e-05	0.088067	0.0015673	176.73	0.0056582	16.807	18.155	76.050	45.589	166.91	198.71	1.1369	1.7215e-05	0.031915
290.82	54.224	796.95	0.0012548	10.624	10.924	51.176	43.908	167.34	363.27	0.12717	7.0804e-05	0.087962	0.0015542	177.33	0.0056393	16.802	18.148	76.016	45.643	167.93	198.62	1.1352	1.7236e-05	0.032024
290.91	54.338	796.10	0.0012561	10.636	10.936	51.216	43.928	167.99	362.32	0.12793	7.0653e-05	0.087857	0.0015412	177.93	0.0056203	16.797	18.141	75.983	45.698	168.96	198.53	1.1335	1.7257e-05	0.032135
291.00	54.452	795.24	0.0012575	10.647	10.948	51.257	43.948	168.64	361.37	0.12871	7.0502e-05	0.087752	0.0015283	178.53	0.0056014	16.791	18.134	75.949	45.753	170.00	198.44	1.1317	1.7279e-05	0.032247
291.08	54.567	794.39	0.0012588	10.659	10.961	51.298	43.968	169.30	360.42	0.12948	7.0351e-05	0.087648	0.0015154	179.13	0.0055826	16.786	18.127	75.916	45.808	171.05	198.35	1.1300	1.7300e-05	0.032359
291.17	54.681	793.53	0.0012602	10.670	10.973	51.338	43.988	169.97	359.47	0.13027	7.0200e-05	0.087544	0.0015026	179.73	0.0055639	16.781	18.120	75.882	45.863	172.12	198.26	1.1283	1.7321e-05	0.032473
291.26	54.795	792.67	0.0012616	10.682	10.986	51.379	44.009	170.64	358.53	0.13106	7.0049e-05	0.087441	0.0014897	180.34	0.0055452	16.776	18.113	75.848	45.918	173.20	198.16	1.1265	1.7343e-05	0.032587
291.35	54.910	791.81	0.0012629	10.693	10.998	51.420	44.030	171.33	357.58	0.13185	6.9899e-05	0.087337	0.0014770	180.95	0.0055265	16.770	18.106	75.815	45.974	174.30	198.07	1.1248	1.7364e-05	0.032702
291.44	55.024	790.95	0.0012643	10.705	11.011	51.460	44.051	172.02	356.62	0.13265	6.9748e-05	0.087235	0.0014643	181.56	0.0055079	16.765	18.099	75.781	46.030	175.40	197.98	1.1230	1.7386e-05	0.032818
291.52	55.138	790.08	0.0012657	10.716	11.023	51.501	44.072	172.72	355.67	0.13346	6.9598e-05	0.087132	0.0014516	182.17	0.0054894	16.759	18.092	75.747	46.087	176.53	197.89	1.1213	1.7408e-05	0.032935
291.61	55.253	789.21	0.0012671	10.728	11.036	51.542	44.093	173.43	354.72	0.13427	6.9447e-05	0.087030	0.0014389	182.79	0.0054709	16.754	18.084	75.713	46.143	177.66	197.79	1.1195	1.7430e-05	0.033053
291.70	55.367	788.34	0.0012685	10.739	11.048	51.582	44.115	174.14	353.77	0.13508	6.9297e-05	0.086927	0.0014263	183.41	0.0054524	16.749	18.077	75.679	46.200	178.82	197.70	1.1178	1.7452e-05	0.033172
291.79	55.481	787.47	0.0012699	10.751	11.061	51.623	44.136	174.87	352.82	0.13590	6.9146e-05	0.086826	0.0014138	184.03	0.0054340	16.743	18.070	75.644	46.257	179.98	197.61	1.1160	1.7474e-05	0.033291
291.87	55.596	786.60	0.0012713	10.762	11.073	51.664	44.158	175.60	351.87	0.13673	6.8996e-05	0.086724	0.0014013	184.65	0.0054157	16.738	18.063	75.610	46.315	181.16	197.51	1.1143	1.7496e-05	0.033412
291.96	55.710	785.72	0.0012727	10.774	11.086	51.705	44.180	176.34	350.91	0.13757	6.8846e-05	0.086623	0.0013888	185.28	0.0053974	16.732	18.055	75.576	46.373	182.36	197.42	1.1125	1.7519e-05	0.033534
292.05	55.824	784.85	0.0012741	10.785	11.098	51.746	44.203	177.10	349.96	0.13841	6.8696e-05	0.086523	0.0013764	185.90	0.0053791	16.726	18.048	75.541	46.431	183.57	197.33	1.1107	1.7541e-05	0.033657
292.14	55.939	783.97	0.0012756	10.797	11.111	51.786	44.225	177.86	349.00	0.13925	6.8546e-05	0.086422	0.0013640	186.53	0.0053609	16.721	18.041	75.507	46.489	184.80	197.23	1.1089	1.7564e-05	0.033780
292.22	56.053	783.08	0.0012770	10.809	11.124	51.827	44.248	178.63	348.05	0.14010	6.8396e-05	0.086322	0.0013517	187.17	0.0053428	16.715	18.033	75.472	46.547	186.05	197.14	1.1072	1.7587e-05	0.033905
292.31	56.167	782.20	0.0012784	10.820	11.136	51.868	44.271	179.41	347.09	0.14096	6.8246e-05	0.086223	0.0013394	187.80	0.0053247	16.709	18.026	75.437	46.606	187.31	197.04	1.1054	1.7610e-05	0.034031
292.39	56.282	781.31	0.0012799	10.832	11.149	51.909	44.295	180.20	346.13	0.14182	6.8096e-05	0.086124	0.0013271	188.44	0.0053066	16.704	18.018	75.402	46.666	188.59	196.95	1.1036	1.7633e-05	0.034158
292.48	56.396	780.42	0.0012814	10.843	11.161	51.950	44.318	181.00	345.18	0.14270	6.7946e-05	0.086025	0.0013149	189.09	0.0052886	16.698	18.011	75.367	46.725	189.89	196.85	1.1018	1.7656e-05	0.034286
292.57	56.510	779.53	0.0012828	10.855	11.174	51.991	44.342	181.81	344.22	0.14357	6.7796e-05	0.085926	0.0013028	189.73	0.0052707	16.692	18.003	75.332	46.785	191.20	196.76	1.1000	1.7679e-05	0.034415
292.65	56.625	778.64	0.0012843	10.867	11.187	52.032	44.366	182.63	343.26	0.14446	6.7646e-05	0.085828	0.0012906	190.38	0.0052528	16.686	17.995	75.297	46.845	192.53	196.66	1.0982	1.7703e-05	0.034545
292.74	56.739	777.74	0.0012858	10.878	11.199	52.073	44.391	183.47	342.30	0.14535	6.7496e-05	0.085730	0.0012785	191.03	0.0052349	16.680	17.988	75.262	46.905	193.89	196.56	1.0964	1.7726e-05	0.034677
292.82	56.853	776.85	0.0012873	10.890	11.212	52.114	44.415	184.31	341.34	0.14624	6.7346e-05	0.085633	0.0012665	191.68	0.0052171	16.675	17.980	75.227	46.966	195.26	196.47	1.0946	1.7750e-05	0.034809
292.91	56.968	775.94	0.0012888	10.902	11.225	52.155	44.440	185.17	340.37	0.14715	6.7196e-05	0.085536	0.0012545	192.33	0.0051993	16.669	17.972	75.191	47.027	196.65	196.37	1.0928	1.7774e-05	0.034943
292.99	57.082	775.04	0.0012903	10.913	11.237	52.197	44.465	186.03	339.41	0.14806	6.7046e-05	0.085440	0.0012426	192.99	0.0051815	16.663	17.964	75.156	47.089	198.06	196.27	1.0910	1.7797e-05	0.035078
293.08	57.196	774.14	0.0012918	10.925	11.250	52.238	44.491	186.91	338.45	0.14897	6.6897e-05	0.085344	0.0012306	193.65	0.0051638	16.657	17.957	75.120	47.151	199.48	196.17	1.0892	1.7822e-05	0.035214
293.16	57.311	773.23	0.0012933	10.937	11.263	52.279	44.517	187.80	337.48	0.14990	6.6747e-05	0.085248	0.0012188	194.32	0.0051462	16.651	17.949	75.084	47.213	200.94	196.08	1.0873	1.7846e-05	0.035351
293.25	57.425	772.32	0.0012948	10.948	11.276	52.320	44.543	188.70	336.51	0.15083	6.6597e-05	0.085153	0.0012069	194.99	0.0051286	16.645	17.941	75.049	47.275	202.41	195.98	1.0855	1.7870e-05	0.035490
293.33	57.539	771.40	0.0012963	10.960	11.288	52.362	44.569	189.62	335.55	0.15177	6.6447e-05	0.085058	0.0011952	195.66	0.0051110	16.639	17.933	75.013	47.338	203.90	195.88	1.0837	1.7895e-05	0.035629
293.42	57.654	770.49	0.0012979	10.972	11.301	52.403	44.596	190.54	334.58	0.15271	6.6297e-05	0.084964	0.0011834	196.33	0.0050935	16.632	17.925	74.977	47.401	205.41	195.78	1.0818	1.7919e-05	0.035770
293.50	57.768	769.57	0.0012994	10.984	11.314	52.444	44.623	191.48	333.61	0.15367	6.6147e-05	0.084870	0.0011717	197.01	0.0050760	16.626	17.917	74.940	47.465	206.95	195.68	1.0800	1.7944e-05	0.035913
293.59	57.882	768.65	0.0013010	10.995	11.327	52.486	44.650	192.44	332.63	0.15463	6.5997e-05	0.084776	0.0011600	197.68	0.0050586	16.620	17.909	74.904	47.529	208.51	195.58	1.0782	1.7969e-05	0.036056
293.67	57.996	767.72	0.0013026	11.007	11.340	52.527	44.678	193.40	331.66	0.15559	6.5848e-05	0.084683	0.0011484	198.37	0.0050412	16.614	17.901	74.868	47.593	210.10	195.48	1.0763	1.7994e-05	0.036201
293.76	58.111	766.80	0.0013041	11.019	11.353	52.569	44.706	194.39	330.69	0.15657	6.5698e-05	0.084591	0.0011369	199.05	0.0050238	16.608	17.892	74.831	47.658	211.70	195.38	1.0744	1.8020e-05	0.036347
293.84	58.225	765.87	0.0013057	11.031	11.365	52.610	44.734	195.38	329.71	0.15755	6.5548e-05	0.084499	0.0011253	199.74	0.0050065	16.601	17.884	74.795	47.723	213.34	195.28	1.0726	1.8045e-05	0.036495
293.92	58.339	764.93	0.0013073	11.043	11.378	52.652	44.763	196.39	328.73	0.15855	6.5398e-05	0.084408	0.0011138	200.43	0.0049892	16.595	17.876	74.758	47.789	214.99	195.18	1.0707	1.8071e-05	0.036644
294.01	58.454	764.00	0.0013089	11.055	11.391	52.694	44.793	197.42	327.75	0.15955	6.5247e-05	0.084317	0.0011024	201.13	0.0049719	16.588	17.868	74.721	47.854	216.68	195.08	1.0688	1.8096e-05	0.036795
294.09	58.568	763.06	0.0013105	11.066	11.404	52.735	44.822	198.46	326.77	0.16055	6.5097e-05	0.084227	0.0010910	201.83	0.0049547	16.582	17.859	74.684	47.921	218.39	194.98	1.0669	1.8122e-05	0.036946
294.18	58.682	762.12	0.0013121	11.078	11.417	52.777	44.852	199.51	325.79	0.16157	6.4947e-05	0.084137	0.0010796	202.53	0.0049375	16.576	17.851	74.647	47.987	220.12	194.88	1.0651	1.8148e-05	0.037100
