Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
124.09	30.687	452.57	0.0022096	-0.17931	0.010638	111.81	31.998	280.45	224.57	0.28317	29.821	0.057993	0.00016963	181.91	0.0054971	1.2299	1.7025	125.45	36.330	371.20	164.38	0.94099	12.565	0.036667
124.12	30.744	451.62	0.0022142	-0.17384	0.016862	111.86	32.079	284.85	223.46	0.28553	29.725	0.057998	0.00016578	182.73	0.0054726	1.2256	1.6969	125.40	36.424	378.11	164.25	0.93806	12.595	0.036918
124.16	30.800	450.67	0.0022189	-0.16832	0.023129	111.91	32.160	289.40	222.36	0.28793	29.628	0.058006	0.00016196	183.55	0.0054480	1.2212	1.6913	125.35	36.520	385.29	164.11	0.93510	12.625	0.037174
124.20	30.857	449.71	0.0022237	-0.16277	0.029440	111.96	32.244	294.13	221.24	0.29035	29.530	0.058016	0.00015816	184.38	0.0054235	1.2167	1.6855	125.29	36.618	392.73	163.98	0.93212	12.656	0.037435
124.24	30.913	448.73	0.0022285	-0.15719	0.035797	112.01	32.330	299.04	220.12	0.29282	29.432	0.058029	0.00015438	185.23	0.0053988	1.2122	1.6797	125.24	36.718	400.46	163.84	0.92911	12.688	0.037702
124.27	30.969	447.75	0.0022334	-0.15156	0.042201	112.05	32.418	304.15	219.00	0.29532	29.333	0.058046	0.00015063	186.08	0.0053741	1.2076	1.6739	125.18	36.819	408.49	163.70	0.92608	12.720	0.037975
124.31	31.026	446.76	0.0022383	-0.14589	0.048653	112.10	32.508	309.46	217.87	0.29785	29.234	0.058065	0.00014691	186.94	0.0053493	1.2030	1.6680	125.13	36.922	416.84	163.55	0.92302	12.752	0.038255
124.35	31.082	445.76	0.0022434	-0.14018	0.055156	112.15	32.600	314.98	216.73	0.30043	29.134	0.058088	0.00014321	187.81	0.0053245	1.1983	1.6619	125.07	37.027	425.53	163.40	0.91993	12.785	0.038541
124.39	31.139	444.74	0.0022485	-0.13443	0.061710	112.20	32.694	320.74	215.58	0.30304	29.034	0.058114	0.00013953	188.69	0.0052996	1.1936	1.6559	125.02	37.134	434.58	163.25	0.91681	12.818	0.038833
124.43	31.195	443.72	0.0022537	-0.12863	0.068318	112.25	32.791	326.74	214.43	0.30570	28.932	0.058143	0.00013588	189.59	0.0052746	1.1888	1.6497	124.96	37.243	444.01	163.10	0.91367	12.852	0.039134
124.46	31.251	442.68	0.0022590	-0.12278	0.074982	112.30	32.890	333.01	213.27	0.30839	28.830	0.058177	0.00013226	190.49	0.0052496	1.1839	1.6434	124.91	37.355	453.84	162.95	0.91049	12.887	0.039441
124.50	31.308	441.63	0.0022643	-0.11689	0.081704	112.36	32.992	339.55	212.10	0.31113	28.727	0.058214	0.00012866	191.41	0.0052244	1.1789	1.6371	124.85	37.468	464.11	162.79	0.90728	12.922	0.039757
124.54	31.364	440.57	0.0022698	-0.11094	0.088485	112.41	33.096	346.39	210.92	0.31392	28.624	0.058255	0.00012509	192.34	0.0051992	1.1739	1.6307	124.79	37.584	474.84	162.62	0.90404	12.957	0.040080
124.58	31.421	439.50	0.0022753	-0.10494	0.095329	112.46	33.203	353.55	209.74	0.31675	28.520	0.058301	0.00012155	193.28	0.0051739	1.1688	1.6242	124.73	37.703	486.07	162.46	0.90076	12.993	0.040413
124.61	31.477	438.41	0.0022809	-0.098892	0.10224	112.51	33.313	361.05	208.55	0.31962	28.414	0.058351	0.00011803	194.23	0.0051484	1.1636	1.6176	124.67	37.824	497.82	162.29	0.89745	13.030	0.040754
124.65	31.533	437.31	0.0022867	-0.092784	0.10921	112.56	33.427	368.91	207.35	0.32255	28.308	0.058406	0.00011454	195.20	0.0051229	1.1584	1.6109	124.61	37.947	510.13	162.12	0.89410	13.067	0.041105
124.69	31.590	436.20	0.0022925	-0.086617	0.11626	112.62	33.543	377.17	206.14	0.32552	28.201	0.058466	0.00011108	196.18	0.0050973	1.1530	1.6041	124.55	38.074	523.06	161.94	0.89072	13.105	0.041467
124.72	31.646	435.07	0.0022985	-0.080389	0.12337	112.67	33.662	385.84	204.92	0.32855	28.093	0.058532	0.00010764	197.18	0.0050715	1.1476	1.5972	124.49	38.203	536.63	161.76	0.88730	13.144	0.041839
124.76	31.702	433.93	0.0023045	-0.074097	0.13057	112.73	33.785	394.98	203.69	0.33163	27.984	0.058603	0.00010423	198.19	0.0050456	1.1421	1.5902	124.43	38.335	550.91	161.57	0.88384	13.183	0.042222
124.80	31.759	432.77	0.0023107	-0.067738	0.13784	112.78	33.912	404.60	202.46	0.33476	27.874	0.058680	0.00010085	199.22	0.0050196	1.1365	1.5831	124.36	38.471	565.94	161.39	0.88034	13.224	0.042618
124.83	31.815	431.59	0.0023170	-0.061310	0.14519	112.84	34.042	414.76	201.21	0.33796	27.763	0.058763	9.7503e-05	200.27	0.0049934	1.1308	1.5758	124.30	38.609	581.79	161.19	0.87680	13.265	0.043026
124.87	31.872	430.40	0.0023234	-0.054809	0.15263	112.90	34.177	425.50	199.95	0.34121	27.651	0.058853	9.4181e-05	201.33	0.0049671	1.1250	1.5685	124.23	38.752	598.52	160.99	0.87321	13.306	0.043448
124.91	31.928	429.19	0.0023300	-0.048233	0.16016	112.95	34.315	436.86	198.69	0.34452	27.538	0.058950	9.0888e-05	202.41	0.0049406	1.1191	1.5610	124.17	38.897	616.22	160.79	0.86958	13.349	0.043884
124.95	31.984	427.96	0.0023367	-0.041576	0.16779	113.01	34.458	448.91	197.41	0.34790	27.423	0.059055	8.7625e-05	203.50	0.0049139	1.1131	1.5533	124.10	39.047	634.96	160.58	0.86589	13.393	0.044335
124.98	32.041	426.71	0.0023435	-0.034837	0.17551	113.07	34.606	461.70	196.12	0.35135	27.307	0.059168	8.4391e-05	204.62	0.0048870	1.1069	1.5456	124.03	39.201	654.84	160.36	0.86216	13.437	0.044803
125.02	32.097	425.43	0.0023505	-0.028009	0.18334	113.13	34.758	475.31	194.82	0.35486	27.190	0.059290	8.1189e-05	205.76	0.0048600	1.1007	1.5377	123.96	39.359	675.97	160.14	0.85838	13.483	0.045288
125.06	32.154	424.14	0.0023577	-0.021089	0.19128	113.19	34.915	489.81	193.50	0.35845	27.071	0.059422	7.8017e-05	206.92	0.0048327	1.0943	1.5296	123.89	39.521	698.46	159.91	0.85455	13.529	0.045792
125.09	32.210	422.82	0.0023651	-0.014072	0.19933	113.25	35.078	505.31	192.18	0.36211	26.951	0.059564	7.4876e-05	208.10	0.0048053	1.0878	1.5214	123.82	39.689	722.45	159.68	0.85065	13.577	0.046316
125.13	32.266	421.48	0.0023726	-0.0069515	0.20750	113.31	35.247	521.89	190.84	0.36585	26.829	0.059717	7.1768e-05	209.31	0.0047776	1.0812	1.5130	123.75	39.861	748.09	159.44	0.84670	13.626	0.046862
125.16	32.323	420.12	0.0023803	0.00027699	0.21581	113.38	35.422	539.68	189.49	0.36968	26.706	0.059882	6.8692e-05	210.54	0.0047496	1.0744	1.5044	123.67	40.038	775.56	159.19	0.84269	13.676	0.047432
125.20	32.379	418.72	0.0023882	0.0076204	0.22424	113.44	35.603	558.82	188.12	0.37359	26.580	0.060061	6.5649e-05	211.80	0.0047214	1.0674	1.4957	123.60	40.221	805.05	158.93	0.83861	13.727	0.048027
125.24	32.436	417.30	0.0023964	0.015086	0.23283	113.51	35.791	579.45	186.74	0.37758	26.453	0.060254	6.2640e-05	213.09	0.0046928	1.0603	1.4867	123.52	40.410	836.81	158.67	0.83446	13.780	0.048649
125.27	32.492	415.85	0.0024047	0.022681	0.24156	113.57	35.986	601.77	185.34	0.38168	26.324	0.060463	5.9665e-05	214.41	0.0046640	1.0530	1.4776	123.44	40.606	871.08	158.39	0.83025	13.834	0.049301
125.31	32.548	414.36	0.0024134	0.030414	0.25046	113.64	36.189	625.98	183.93	0.38587	26.192	0.060689	5.6726e-05	215.76	0.0046348	1.0456	1.4682	123.36	40.808	908.20	158.11	0.82595	13.890	0.049987
125.35	32.605	412.84	0.0024222	0.038294	0.25954	113.71	36.401	652.32	182.50	0.39017	26.059	0.060935	5.3822e-05	217.14	0.0046053	1.0379	1.4585	123.28	41.017	948.50	157.81	0.82158	13.947	0.050708
125.38	32.661	411.28	0.0024314	0.046333	0.26880	113.78	36.621	681.10	181.05	0.39458	25.922	0.061203	5.0955e-05	218.56	0.0045754	1.0300	1.4487	123.19	41.234	992.43	157.50	0.81712	14.007	0.051470
125.42	32.717	409.69	0.0024409	0.054542	0.27826	113.85	36.851	712.66	179.58	0.39910	25.784	0.061495	4.8126e-05	220.02	0.0045451	1.0219	1.4385	123.11	41.459	1040.5	157.18	0.81257	14.068	0.052275
125.45	32.774	408.05	0.0024507	0.062933	0.28793	113.93	37.092	747.42	178.09	0.40375	25.642	0.061814	4.5335e-05	221.52	0.0045143	1.0136	1.4281	123.02	41.694	1093.3	156.85	0.80792	14.131	0.053129
125.49	32.830	406.36	0.0024609	0.071523	0.29785	114.00	37.344	785.87	176.58	0.40853	25.497	0.062164	4.2583e-05	223.07	0.0044830	1.0050	1.4173	122.92	41.938	1151.5	156.51	0.80317	14.197	0.054037
125.52	32.887	404.63	0.0024714	0.080327	0.30801	114.08	37.608	828.64	175.05	0.41345	25.349	0.062548	3.9873e-05	224.66	0.0044511	0.99616	1.4062	122.83	42.192	1216.1	156.14	0.79831	14.265	0.055007
125.56	32.943	402.84	0.0024824	0.089366	0.31845	114.16	37.885	876.48	173.49	0.41852	25.197	0.062973	3.7204e-05	226.31	0.0044187	0.98698	1.3948	122.73	42.457	1288.1	155.76	0.79333	14.336	0.056046
125.60	32.999	400.99	0.0024939	0.098662	0.32920	114.24	38.177	930.32	171.91	0.42375	25.042	0.063445	3.4579e-05	228.02	0.0043856	0.97747	1.3829	122.63	42.735	1368.9	155.37	0.78822	14.410	0.057164
125.63	33.056	399.07	0.0025058	0.10824	0.34028	114.33	38.485	991.36	170.30	0.42915	24.881	0.063970	3.1999e-05	229.79	0.0043518	0.96760	1.3706	122.53	43.027	1460.1	154.95	0.78297	14.486	0.058373
125.67	33.112	397.08	0.0025184	0.11813	0.35173	114.42	38.810	1061.1	168.66	0.43474	24.716	0.064559	2.9465e-05	231.63	0.0043172	0.95733	1.3578	122.42	43.333	1563.9	154.51	0.77756	14.567	0.059686
125.70	33.169	395.01	0.0025315	0.12837	0.36360	114.51	39.156	1141.5	166.99	0.44054	24.546	0.065223	2.6980e-05	233.55	0.0042816	0.94660	1.3444	122.31	43.656	1683.1	154.04	0.77199	14.652	0.061121
125.74	33.225	392.86	0.0025455	0.13901	0.37592	114.60	39.523	1235.2	165.29	0.44656	24.370	0.065977	2.4545e-05	235.57	0.0042451	0.93538	1.3305	122.20	43.997	1821.2	153.55	0.76623	14.741	0.062701
125.77	33.281	390.60	0.0025602	0.15009	0.38878	114.70	39.916	1345.7	163.54	0.45282	24.186	0.066842	2.2164e-05	237.68	0.0042074	0.92358	1.3158	122.07	44.359	1983.2	153.02	0.76026	14.835	0.064455
125.81	33.338	388.22	0.0025759	0.16168	0.40224	114.81	40.337	1477.8	161.75	0.45936	23.995	0.067843	1.9838e-05	239.90	0.0041683	0.91114	1.3004	121.95	44.744	2175.8	152.45	0.75405	14.936	0.066418
125.84	33.394	385.71	0.0025926	0.17386	0.41640	114.92	40.790	1638.4	159.92	0.46620	23.795	0.069017	1.7572e-05	242.27	0.0041277	0.89796	1.2841	121.81	45.155	2408.4	151.85	0.74758	15.043	0.068642
125.88	33.451	383.04	0.0026107	0.18674	0.43138	115.03	41.282	1837.5	158.03	0.47340	23.585	0.070412	1.5368e-05	244.78	0.0040853	0.88390	1.2667	121.67	45.597	2694.7	151.19	0.74079	15.158	0.071195
125.91	33.507	380.17	0.0026304	0.20045	0.44735	115.15	41.819	2090.6	156.08	0.48099	23.361	0.072102	1.3231e-05	247.49	0.0040406	0.86879	1.2481	121.51	46.074	3055.6	150.48	0.73365	15.284	0.074174
125.95	33.563	377.08	0.0026519	0.21519	0.46453	115.29	42.411	2422.2	154.06	0.48906	23.122	0.074195	1.1168e-05	250.42	0.0039933	0.85241	1.2279	121.35	46.593	3523.9	149.69	0.72606	15.421	0.077724
125.98	33.620	373.70	0.0026760	0.23122	0.48325	115.43	43.070	2874.2	151.96	0.49770	22.864	0.076862	9.1843e-06	253.64	0.0039426	0.83444	1.2058	121.17	47.163	4155.4	148.82	0.71794	15.573	0.082071
126.02	33.676	369.94	0.0027032	0.24894	0.50396	115.59	43.815	3523.9	149.75	0.50704	22.581	0.080400	7.2894e-06	257.23	0.0038875	0.81440	1.1811	120.97	47.797	5051.7	147.83	0.70913	15.746	0.087591
126.05	33.732	365.65	0.0027348	0.26899	0.52742	115.78	44.676	4531.1	147.41	0.51731	22.264	0.085356	5.4951e-06	261.35	0.0038263	0.79153	1.1531	120.74	48.513	6419.8	146.69	0.69942	15.946	0.094974
126.09	33.789	360.60	0.0027731	0.29251	0.55500	115.99	45.701	6282.8	144.90	0.52888	21.895	0.092915	3.8188e-06	266.22	0.0037563	0.76450	1.1200	120.47	49.339	8754.3	145.33	0.68839	16.187	0.10567
126.12	33.845	354.26	0.0028228	0.32187	0.58950	116.26	46.986	10004.	142.15	0.54248	21.443	0.10625	2.2877e-06	272.38	0.0036713	0.73053	1.0786	120.14	50.330	13589.	143.63	0.67525	16.499	0.12345
126.16	33.902	345.16	0.0028972	0.36395	0.63909	116.65	undefined	undefined	undefined	0.56014	20.812	undefined	9.5378e-07	281.31	0.0035548	0.68176	1.0194	119.67	undefined	undefined	undefined	0.65779	16.964	undefined
126.19	33.958	313.30	0.0031918	0.51527	0.81891	118.07	undefined	undefined	undefined	0.60831	undefined	undefined	0.0000	313.30	0.0031918	0.51527	0.81891	118.07	undefined	undefined	undefined	0.60831	undefined	undefined
